pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
362,662253,"Muñoz, Andrés",1024,35.4,0.338,0.162,0.417,0.5,0.389,0.322,0.266,23,68,92.3,4.4,2290,100.2,100.26,39,176,186,0.1,6.36,113,153,122,149,293,325,297
358,666129,"Garrett, Braxton",1436,24.9,0.25,0.281,0.234,0.531,0.357,0.382,0.275,16,64,92.5,20.1,2315,91.4,91.5,27,167,191,0.1,6.45,105,152,116,149,299,315,287
358,543294,"Hendricks, Kyle",1347,26.6,0.234,0.39,0.173,0.623,0.395,0.43,0.288,18,77,92.7,22.7,2020,86.9,85.91,23,145,213,-1,5.69,112,153,114,161,296,321,298
358,621111,"Buehler, Walker",1046,34.2,0.368,0.25,0.365,0.618,0.46,0.422,0.308,28,76,92,15.9,2267,95.2,95.56,20,151,207,0.4,6.48,111,156,118,151,295,316,295
351,642397,"Soto, Gregory",1102,31.9,0.195,0.104,0.286,0.299,0.287,0.296,0.201,15,77,93.7,14.5,2370,98.7,99.26,44,168,183,0.6,6.67,109,153,115,147,304,333,295
349,663158,"Suarez, Robert",801,43.6,0.226,0.161,0.387,0.387,0.337,0.286,0.161,14,62,90.7,17.9,2304,97.9,98.57,44,172,177,0.7,6.76,114,159,120,151,301,327,301
348,656529,"Hentges, Sam",944,36.9,0.295,0.103,0.355,0.397,0.345,0.334,0.268,23,78,90.3,-0.7,2219,95.7,96.46,43,182,166,0.8,6.69,110,153,117,148,295,314,290
348,675921,"Howard, Spencer",692,50.3,0.289,0.241,0.323,0.53,0.389,0.355,0.261,24,83,92.9,15.8,2144,94.4,94.54,22,175,173,0.1,6.5,113,156,118,149,302,323,298
347,596057,"Norris, Daniel",1012,34.3,0.227,0.333,0.204,0.56,0.398,0.389,0.24,17,75,92.2,17.7,2351,91.2,90.54,30,142,205,-0.7,5.92,109,153,118,149,296,322,293
345,623451,"Stephens, Jackson",944,36.5,0.209,0.09,0.295,0.299,0.281,0.289,0.212,14,67,87.5,21.8,2062,94.1,93.32,44,177,168,-0.8,5.75,114,150,119,149,302,323,300
343,663558,"Moran, Jovani",672,51,0.27,0.079,0.37,0.349,0.322,0.292,0.211,17,63,91.4,17,2225,93.4,94.04,39,150,193,0.6,6.67,113,157,120,150,296,325,290
343,669276,"Lee, Dylan",754,45.5,0.202,0.095,0.263,0.298,0.257,0.255,0.193,17,84,92.8,22.1,2260,92.1,92.3,44,184,159,0.2,6.45,111,153,123,148,308,321,298
342,606625,"Moronta, Reyes",641,53.4,0.235,0.222,0.227,0.457,0.348,0.339,0.229,19,81,88.3,18,2351,95.3,95.57,27,172,170,0.3,6.41,110,154,122,149,299,318,293
340,661269,"Gutierrez, Vladimir",684,49.7,0.316,0.43,0.288,0.747,0.489,0.396,0.252,25,79,92.5,20.3,2140,92.8,92.93,19,155,185,0.1,6.4,117,152,119,148,293,319,294
339,518553,"Cishek, Steve",1175,28.9,0.127,0.042,0.211,0.169,0.23,0.26,0.144,9,71,88.8,22.7,2381,89.3,91.54,51,173,166,2.2,7.68,112,154,122,146,298,315,297
338,605507,"Thompson, Zach",2080,16.3,0.225,0.127,0.264,0.352,0.303,0.357,0.261,16,71,88.5,20.3,2386,92.3,92.33,38,149,188,0,6.22,110,152,117,150,299,322,300
