last_name, first_name,player_id,year,player_age,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,isolated_power,b_rbi,b_lob,b_total_bases,r_total_caught_stealing,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate
Goodrum, Niko,592348,2022,30,43,45,5,3,2,0,0,23,2,51.1,4.4,0.116,0.163,0.156,0.318,0.047,1,18,7,0,0.173,0.247,0.146,0.205,0.21,0.074,81.9,7.7,20,5
Judge, Aaron,592450,2022,30,570,696,177,87,28,0,62,175,111,25.1,15.9,0.311,0.686,0.422,1.108,0.375,131,210,391,3,0.305,0.706,0.458,0.463,0.422,0.401,95.9,15,39,26.5
Machado, Manny,592518,2022,29,578,644,172,102,37,1,32,133,63,20.7,9.8,0.298,0.531,0.366,0.898,0.234,102,256,307,1,0.264,0.447,0.382,0.338,0.338,0.183,91.5,16,36.7,9.8
Moran, Colin,592567,2022,29,109,128,23,15,3,0,5,30,16,23.4,12.5,0.211,0.376,0.305,0.681,0.165,23,55,41,0,0.233,0.383,0.3,0.318,0.328,0.15,90.4,10.3,30.5,8.5
Payton, Mark,592622,2022,30,21,25,3,3,0,0,0,4,4,16,16,0.143,0.143,0.28,0.423,0,1,8,3,0,0.157,0.181,0.216,0.236,0.292,0.025,84.6,22.5,11.8,0
Pederson, Joc,592626,2022,30,380,433,104,59,19,3,23,100,42,23.1,9.7,0.274,0.521,0.353,0.874,0.247,70,134,198,2,0.266,0.502,0.373,0.367,0.348,0.236,93.2,14.8,34.2,15.1
Realmuto, J.T.,592663,2022,31,504,562,139,86,26,5,22,119,41,21.2,7.3,0.276,0.478,0.342,0.82,0.202,84,212,241,1,0.275,0.463,0.354,0.351,0.342,0.188,90.3,13.1,35.6,11.3
Renfroe, Hunter,592669,2022,30,474,522,121,68,23,1,29,121,39,23.2,7.5,0.255,0.492,0.314,0.806,0.236,72,207,233,1,0.24,0.438,0.347,0.323,0.303,0.199,90.5,17.7,32.7,10.9
Rosario, Eddie,592696,2022,30,250,270,53,35,12,1,5,68,17,25.2,6.3,0.212,0.328,0.259,0.587,0.116,24,91,82,0,0.2,0.318,0.258,0.25,0.249,0.118,87.7,15.2,32.4,5.4
Simmons, Andrelton,592743,2022,32,75,85,13,12,1,0,0,13,7,15.3,8.2,0.173,0.187,0.235,0.422,0.013,7,44,14,0,0.158,0.189,0.204,0.199,0.232,0.032,81.4,1.1,20,0
Yelich, Christian,592885,2022,30,575,671,145,102,25,4,14,162,88,24.1,13.1,0.252,0.383,0.355,0.737,0.13,57,201,220,3,0.258,0.404,0.328,0.339,0.36,0.146,91.5,3.6,30.3,8.2
Merrifield, Whit,593160,2022,33,504,550,126,86,28,1,11,85,38,15.5,6.9,0.25,0.375,0.298,0.673,0.125,58,193,189,5,0.24,0.356,0.294,0.288,0.292,0.116,87.1,15.1,37.9,4.2
Bogaerts, Xander,593428,2022,29,557,631,171,118,38,0,15,118,57,18.7,9,0.307,0.456,0.377,0.833,0.149,73,245,254,2,0.259,0.383,0.363,0.323,0.338,0.124,88.1,10.2,30.3,6.5
Alberto, Hanser,593643,2022,29,156,159,38,25,9,2,2,25,3,15.7,1.9,0.244,0.365,0.258,0.623,0.122,15,80,57,1,0.216,0.304,0.27,0.234,0.231,0.088,82.9,10.8,30.5,1.5
Polanco, Jorge,593871,2022,28,375,445,88,56,16,0,16,95,64,21.3,14.4,0.235,0.405,0.346,0.751,0.171,56,175,152,3,0.248,0.451,0.333,0.358,0.361,0.203,89,21.7,37.7,10.2
Sano, Miguel,593934,2022,29,60,71,5,4,0,0,1,25,9,35.2,12.7,0.083,0.133,0.211,0.345,0.05,3,30,8,0,0.167,0.336,0.176,0.302,0.293,0.169,93.9,30,30.6,13.9
Calhoun, Kole,594777,2022,34,388,424,76,49,14,1,12,136,27,32.1,6.4,0.196,0.33,0.257,0.587,0.134,49,159,128,2,0.223,0.382,0.26,0.294,0.284,0.158,90.8,15.4,40.4,9.8
Duvall, Adam,594807,2022,33,287,315,61,32,16,1,12,101,21,32.1,6.7,0.213,0.401,0.276,0.677,0.188,36,112,115,2,0.209,0.395,0.295,0.293,0.274,0.186,88.3,23.4,36.2,12.8
Gosselin, Phil,594838,2022,33,74,77,11,10,0,1,0,24,2,31.2,2.6,0.149,0.176,0.182,0.357,0.027,2,34,13,0,0.177,0.254,0.163,0.207,0.209,0.077,86.4,15,30,2
Kiermaier, Kevin,595281,2022,32,206,221,47,32,8,0,7,61,14,27.6,6.3,0.228,0.369,0.281,0.649,0.141,22,65,76,1,0.25,0.388,0.286,0.305,0.301,0.138,87.9,5.3,33.8,6.9
Knapp, Andrew,595284,2022,30,39,46,5,4,1,0,0,12,5,26.1,10.9,0.128,0.154,0.239,0.393,0.026,4,16,6,0,0.185,0.247,0.195,0.254,0.293,0.062,86.3,17.2,32.1,0
Wallach, Chad,595453,2022,30,35,40,5,3,1,0,1,9,4,22.5,10,0.143,0.257,0.225,0.482,0.114,4,12,9,0,0.243,0.438,0.224,0.332,0.321,0.195,87,17.7,40.7,7.4
Alfaro, Jorge,595751,2022,29,256,274,63,42,14,0,7,98,11,35.8,4,0.246,0.383,0.285,0.667,0.137,40,123,98,0,0.238,0.397,0.291,0.295,0.278,0.16,89.4,8,38.5,11.2
Profar, Jurickson,595777,2022,29,575,658,140,87,36,2,15,103,73,15.7,11.1,0.243,0.391,0.33,0.721,0.148,58,212,225,1,0.251,0.359,0.32,0.315,0.34,0.108,87.5,12.9,34.7,4
Baez, Javier,595879,2022,29,555,590,132,84,27,4,17,147,26,24.9,4.4,0.238,0.393,0.278,0.671,0.155,67,231,218,2,0.23,0.378,0.291,0.285,0.272,0.149,87.9,9.6,29.7,8
Cave, Jake,595909,2022,29,164,177,35,20,7,3,5,49,11,27.7,6.2,0.213,0.384,0.26,0.644,0.171,20,80,63,0,0.213,0.395,0.278,0.285,0.261,0.182,90.7,14.4,38.5,10.3
Gallagher, Cam,595956,2022,29,42,47,9,4,5,0,0,13,3,27.7,6.4,0.214,0.333,0.255,0.589,0.119,5,22,14,0,0.187,0.242,0.265,0.22,0.241,0.055,85.8,16.3,32.3,0
Hedges, Austin,595978,2022,29,294,338,48,37,4,0,7,78,25,23.1,7.4,0.163,0.248,0.234,0.482,0.085,30,145,73,0,0.183,0.264,0.225,0.24,0.26,0.082,84.2,16.7,31.9,3.1
Lindor, Francisco,596019,2022,28,630,706,170,114,25,5,26,133,59,18.8,8.4,0.27,0.449,0.339,0.788,0.179,107,293,283,6,0.254,0.427,0.342,0.331,0.326,0.173,89.3,13.8,29.2,8.3
Odor, Rougned,596059,2022,28,426,472,88,53,19,3,13,109,32,23.1,6.8,0.207,0.357,0.275,0.632,0.15,53,190,152,1,0.207,0.339,0.278,0.277,0.279,0.132,87.8,21.5,30.5,6.5
Slater, Austin,596103,2022,29,277,325,73,49,15,2,7,89,40,27.4,12.3,0.264,0.408,0.366,0.774,0.144,34,119,113,1,0.259,0.429,0.344,0.351,0.363,0.17,89,6.6,43.2,10.5
Story, Trevor,596115,2022,29,357,396,85,47,22,0,16,122,32,30.8,8.1,0.238,0.434,0.303,0.737,0.196,66,186,155,0,0.221,0.397,0.316,0.301,0.29,0.176,88.9,17.8,36,11.3
Stubbs, Garrett,596117,2022,29,106,121,28,18,4,1,5,30,14,24.8,11.6,0.264,0.462,0.347,0.809,0.198,16,38,49,0,0.207,0.299,0.355,0.275,0.3,0.092,85.2,15.2,33.8,5.2
Vogelbach, Daniel,596129,2022,29,386,461,92,54,19,1,18,114,73,24.7,15.8,0.238,0.433,0.36,0.793,0.194,59,168,167,0,0.236,0.428,0.349,0.35,0.36,0.192,89.4,15.8,38.1,10.6
Sanchez, Gary,596142,2022,29,419,471,86,46,24,0,16,136,40,28.9,8.5,0.205,0.377,0.282,0.659,0.172,61,193,158,0,0.22,0.439,0.29,0.321,0.298,0.218,90.5,14,29.2,13.5
Kepler, Max,596146,2022,29,388,446,88,60,18,1,9,66,49,14.8,11,0.227,0.348,0.318,0.666,0.121,43,199,135,2,0.266,0.412,0.298,0.338,0.353,0.146,89.1,11.2,31.9,7.1
Quinn, Roman,596451,2022,29,79,87,17,12,3,2,0,36,7,41.4,8,0.215,0.304,0.287,0.591,0.089,7,35,24,3,0.188,0.268,0.266,0.244,0.263,0.079,91.3,23.3,30.2,4.7
Franco, Maikel,596748,2022,29,371,388,85,61,15,0,9,75,12,19.3,3.1,0.229,0.342,0.255,0.597,0.113,39,172,127,0,0.243,0.351,0.261,0.272,0.27,0.108,87,11.5,33.1,4.7
Choi, Ji-Man,596847,2022,31,356,419,83,50,22,0,11,123,58,29.4,13.8,0.233,0.388,0.341,0.729,0.154,52,149,138,0,0.236,0.413,0.322,0.337,0.347,0.177,92.2,10.6,37.3,11.9
Bradley Jr., Jackie,598265,2022,32,344,370,70,42,23,1,4,77,24,20.8,6.5,0.203,0.311,0.254,0.565,0.108,38,157,107,3,0.223,0.33,0.252,0.268,0.273,0.107,87.6,7.4,29.4,4.8
La Stella, Tommy,600303,2022,33,180,195,43,27,14,0,2,30,11,15.4,5.6,0.239,0.35,0.282,0.632,0.111,14,76,63,0,0.232,0.329,0.277,0.267,0.276,0.097,87.9,14.6,37.3,2
Severino, Pedro,600474,2022,28,18,21,4,2,2,0,0,7,3,33.3,14.3,0.222,0.333,0.333,0.667,0.111,1,10,6,0,0.15,0.198,0.303,0.227,0.271,0.048,86.7,16.3,36.4,0
Candelario, Jeimer,600869,2022,28,429,467,93,59,19,2,13,109,28,23.3,6,0.217,0.361,0.272,0.633,0.145,50,165,155,1,0.228,0.379,0.277,0.292,0.284,0.152,87.2,13.5,37,8.3
Daza, Yonathan,602074,2022,28,372,408,112,87,21,2,2,58,26,14.2,6.4,0.301,0.384,0.348,0.732,0.083,34,140,143,3,0.282,0.351,0.323,0.308,0.333,0.07,84.8,4.6,34.1,1.9
Urias, Ramon,602104,2022,28,403,445,100,66,17,1,16,98,30,22,6.7,0.248,0.414,0.303,0.718,0.166,51,180,167,0,0.25,0.42,0.313,0.32,0.309,0.17,89.4,11,32.1,9.6
Ahmed, Nick,605113,2022,32,52,54,12,7,2,0,3,15,2,27.8,3.7,0.231,0.442,0.259,0.702,0.212,7,23,23,1,0.191,0.292,0.302,0.227,0.221,0.101,86.9,4.4,32.4,5.4
Anderson, Brian,605119,2022,29,338,383,75,50,16,1,8,101,37,26.4,9.7,0.222,0.346,0.311,0.657,0.124,28,143,117,0,0.229,0.379,0.293,0.309,0.317,0.15,88.7,7.7,31.1,9.7
Barnes, Austin,605131,2022,32,179,212,38,24,6,0,8,37,27,17.5,12.7,0.212,0.38,0.321,0.701,0.168,26,89,68,1,0.21,0.329,0.315,0.298,0.323,0.118,87.4,13.6,31,4.8
Bell, Josh,605137,2022,29,552,647,147,98,29,3,17,102,81,15.8,12.5,0.266,0.422,0.36,0.782,0.156,71,266,233,1,0.273,0.424,0.344,0.349,0.369,0.151,88.9,8.4,30.7,7.2
Betts, Mookie,605141,2022,29,572,639,154,76,40,3,35,104,55,16.3,8.6,0.269,0.533,0.34,0.873,0.264,82,198,305,2,0.254,0.465,0.373,0.344,0.327,0.211,90.5,18.6,36.2,9.7
Caratini, Victor,605170,2022,28,272,314,54,33,12,0,9,67,31,21.3,9.9,0.199,0.342,0.299,0.641,0.143,34,123,93,0,0.233,0.35,0.289,0.309,0.332,0.117,89.4,6.6,30,6.3
Davis, J.D.,605204,2022,29,318,365,79,50,16,1,12,122,39,33.4,10.7,0.248,0.418,0.34,0.758,0.17,35,130,133,1,0.245,0.471,0.333,0.353,0.338,0.227,92.4,12.3,34.8,16.2
Garcia, Aramis,605244,2022,29,108,115,23,20,2,0,1,34,3,29.6,2.6,0.213,0.259,0.243,0.503,0.046,4,44,28,1,0.212,0.314,0.228,0.247,0.246,0.102,87.5,19.6,35.5,2.6
Machin, Vimael,605353,2022,28,223,253,49,36,12,0,1,47,25,18.6,9.9,0.22,0.287,0.3,0.587,0.067,13,76,64,1,0.243,0.343,0.268,0.301,0.323,0.1,89.3,10.2,36.3,3.9
Perez, Michael,605421,2022,29,121,132,18,12,0,0,6,32,10,24.2,7.6,0.149,0.298,0.212,0.51,0.149,14,44,36,0,0.205,0.359,0.228,0.276,0.266,0.154,88.8,18.3,35.6,7.8
Thomas, Dillon,605504,2022,29,11,14,1,1,0,0,0,6,2,42.9,14.3,0.091,0.091,0.286,0.377,0,0,7,1,0,0.092,0.105,0.213,0.217,0.286,0.013,82.9,-5.7,0,0
Zimmer, Bradley,605548,2022,29,105,117,13,6,5,0,2,45,5,38.5,4.3,0.124,0.229,0.205,0.434,0.105,5,61,24,2,0.138,0.268,0.203,0.225,0.22,0.13,87,10.5,21.3,11.5
Castro, Harold,605612,2022,28,420,443,114,84,21,2,7,79,17,17.8,3.8,0.271,0.381,0.298,0.679,0.11,47,149,160,1,0.275,0.423,0.297,0.316,0.305,0.148,87,11.4,41.6,6.1
Quiroz, Esteban,606019,2022,30,40,47,11,11,0,0,0,9,4,19.1,8.5,0.275,0.275,0.362,0.637,0,3,12,11,1,0.226,0.297,0.303,0.29,0.327,0.071,81.6,11.3,43.8,3.1
Arcia, Orlando,606115,2022,27,209,234,51,33,9,0,9,51,21,21.8,9,0.244,0.416,0.316,0.733,0.172,30,88,87,0,0.253,0.421,0.321,0.329,0.327,0.168,90.7,11.7,30,7.5
Tapia, Raimel,606132,2022,28,411,433,109,79,20,3,7,81,16,18.7,3.7,0.265,0.38,0.289,0.668,0.114,52,169,156,2,0.256,0.366,0.293,0.286,0.284,0.11,87.6,4,27.5,5.1
Aquino, Aristides,606157,2022,28,259,276,51,28,13,0,10,101,17,36.6,6.2,0.197,0.363,0.246,0.609,0.166,30,125,94,3,0.18,0.317,0.267,0.243,0.231,0.136,85.6,17.4,27.2,8.2
Hernandez, Teoscar,606192,2022,29,499,535,133,72,35,1,25,152,34,28.4,6.4,0.267,0.491,0.316,0.807,0.224,77,226,245,3,0.265,0.501,0.348,0.351,0.314,0.236,92.6,11.6,36.3,15
Mercedes, Yermin,606213,2022,29,73,83,17,11,5,0,1,17,9,20.5,10.8,0.233,0.342,0.325,0.668,0.11,8,39,25,0,0.253,0.392,0.301,0.329,0.343,0.139,87.5,25.3,42.9,7.1
Marte, Ketel,606466,2022,28,492,558,118,62,42,2,12,101,55,18.1,9.9,0.24,0.407,0.321,0.727,0.167,52,192,200,1,0.251,0.377,0.317,0.315,0.333,0.126,90.1,13.5,31.6,6.1
Haase, Eric,606992,2022,29,323,351,82,50,17,1,14,97,24,27.6,6.8,0.254,0.443,0.305,0.748,0.189,44,140,143,0,0.239,0.399,0.322,0.302,0.292,0.161,87.7,17,32.3,8.7
Hager, Jake,606993,2022,29,50,59,12,10,2,0,0,17,8,28.8,13.6,0.24,0.28,0.339,0.619,0.04,3,21,14,0,0.165,0.24,0.291,0.247,0.28,0.075,80.8,13.9,32.4,5.9
Nimmo, Brandon,607043,2022,29,580,673,159,106,30,7,16,116,71,17.2,10.5,0.274,0.433,0.366,0.798,0.159,64,165,251,2,0.261,0.409,0.353,0.342,0.357,0.148,89.4,6.1,28.1,7
Peterson, Jace,607054,2022,32,288,328,68,44,14,2,8,85,33,25.9,10.1,0.236,0.382,0.314,0.696,0.146,34,123,110,1,0.235,0.366,0.306,0.303,0.316,0.132,88.6,9.7,33.7,7.2
Turner, Trea,607208,2022,29,652,708,194,130,39,4,21,131,45,18.5,6.4,0.298,0.466,0.342,0.808,0.169,100,264,304,3,0.276,0.432,0.35,0.335,0.327,0.156,88.9,10.2,35.3,7.6
Krizan, Jason,607249,2022,33,8,10,1,1,0,0,0,3,2,30,20,0.125,0.125,0.3,0.425,0,0,6,1,0,0.151,0.174,0.226,0.251,0.321,0.022,94.5,9.2,40,0
Beaty, Matt,607461,2022,29,43,47,4,2,1,1,0,8,2,17,4.3,0.093,0.163,0.17,0.333,0.07,1,28,7,0,0.199,0.257,0.158,0.243,0.267,0.059,83.6,10.5,22.9,0
Pillar, Kevin,607680,2022,33,12,13,1,0,1,0,0,4,1,30.8,7.7,0.083,0.167,0.154,0.321,0.083,0,7,2,0,0.192,0.364,0.15,0.272,0.255,0.172,88.2,10.7,25,12.5
Stallings, Jacob,607732,2022,32,346,384,77,61,12,0,4,83,29,21.6,7.6,0.223,0.292,0.292,0.584,0.069,34,155,101,1,0.221,0.312,0.265,0.274,0.292,0.091,86.7,12.9,33.5,3.4
Ramirez, Jose,608070,2022,29,601,685,168,90,44,5,29,82,69,12,10.1,0.28,0.514,0.355,0.869,0.235,126,239,309,7,0.255,0.408,0.363,0.32,0.337,0.153,87.7,20.7,33.7,6.6
Bregman, Alex,608324,2022,28,548,656,142,81,38,0,23,77,87,11.7,13.3,0.259,0.454,0.366,0.82,0.195,93,257,249,2,0.257,0.416,0.358,0.35,0.369,0.159,88.9,19.5,36.2,7.3
Gallo, Joey,608336,2022,28,350,410,56,27,8,2,19,163,56,39.8,13.7,0.16,0.357,0.28,0.638,0.197,47,181,125,0,0.169,0.373,0.286,0.295,0.288,0.205,89.6,23.8,29.3,17.6
Kelly, Carson,608348,2022,27,317,354,67,42,18,0,7,71,29,20.1,8.2,0.211,0.334,0.282,0.617,0.123,35,159,106,0,0.225,0.345,0.275,0.288,0.298,0.12,87.7,14.7,33.2,5.2
Okey, Chris,608360,2022,27,12,13,2,2,0,0,0,5,0,38.5,0,0.167,0.167,0.231,0.397,0,0,7,2,0,0.165,0.185,0.191,0.2,0.229,0.021,86.2,15.9,14.3,0
Seager, Corey,608369,2022,28,593,663,145,87,24,1,33,103,58,15.5,8.7,0.245,0.455,0.317,0.772,0.211,83,209,270,0,0.283,0.51,0.331,0.372,0.354,0.226,91.1,13.6,38.4,10.5
Winker, Jesse,608385,2022,28,456,547,100,71,15,0,14,103,84,18.8,15.4,0.219,0.344,0.344,0.688,0.125,53,185,157,0,0.249,0.403,0.313,0.345,0.369,0.154,87.7,16.8,32,7.6
Godoy, Jose,608422,2022,27,20,22,1,1,0,0,0,9,2,40.9,9.1,0.05,0.05,0.136,0.186,0,1,18,1,0,0.11,0.129,0.103,0.158,0.191,0.019,78,-3,27.3,0
Mazara, Nomar,608577,2022,27,159,171,42,32,8,0,2,40,10,23.4,5.8,0.264,0.352,0.316,0.668,0.088,18,57,56,0,0.25,0.357,0.297,0.294,0.303,0.106,86.1,17.6,35.3,4.2
Murphy, Tom,608596,2022,31,33,42,10,7,2,0,1,13,8,31,19,0.303,0.455,0.429,0.883,0.152,1,17,15,0,0.29,0.536,0.397,0.42,0.429,0.246,94.3,13.4,45,20
Jankowski, Travis,608671,2022,31,55,64,9,9,0,0,0,10,8,15.6,12.5,0.164,0.164,0.281,0.445,0,2,23,9,0,0.198,0.23,0.222,0.259,0.31,0.032,80.5,-3.2,22.2,0
Mayfield, Jack,608686,2022,31,70,74,13,10,1,1,1,17,3,23,4.1,0.186,0.271,0.23,0.501,0.086,6,30,19,0,0.187,0.257,0.224,0.221,0.231,0.07,84.5,13.5,24.5,1.9
Plawecki, Kevin,608700,2022,31,168,186,37,28,8,0,1,32,14,17.2,7.5,0.22,0.286,0.285,0.571,0.065,13,75,48,0,0.228,0.299,0.259,0.268,0.294,0.071,89.3,11.4,28.3,0
Refsnyder, Rob,608701,2022,31,153,177,47,30,11,0,6,46,15,26,8.5,0.307,0.497,0.384,0.881,0.19,21,58,76,1,0.286,0.472,0.381,0.374,0.371,0.187,89.9,13.1,49.1,10.9
Reynolds, Matt,608703,2022,31,244,272,60,46,10,1,3,78,26,28.7,9.6,0.246,0.332,0.32,0.652,0.086,23,114,81,0,0.215,0.305,0.293,0.272,0.294,0.09,90.2,5.6,36.5,3
Meneses, Joey,608841,2022,30,222,240,72,45,14,0,13,52,15,21.7,6.3,0.324,0.563,0.367,0.93,0.239,34,102,125,0,0.267,0.457,0.395,0.332,0.315,0.19,91.4,9.5,39,9.9
Hernandez, Elier,609274,2022,27,33,35,6,4,2,0,0,15,1,42.9,2.9,0.182,0.242,0.2,0.442,0.061,3,15,8,0,0.168,0.227,0.193,0.183,0.187,0.059,84,30.7,36.8,5.3
Mondesi, Adalberto,609275,2022,26,50,54,7,7,0,0,0,20,4,37,7.4,0.14,0.14,0.204,0.344,0,3,21,7,0,0.166,0.231,0.166,0.211,0.228,0.066,88,7.8,16.7,3.3
Andujar, Miguel,609280,2022,27,132,140,31,24,5,1,1,27,5,19.3,3.6,0.235,0.311,0.257,0.568,0.076,17,56,41,1,0.253,0.351,0.247,0.281,0.281,0.098,84.4,9.2,34.3,3.7
Vosler, Jason,613564,2022,28,98,111,26,15,6,1,4,29,10,26.1,9,0.265,0.469,0.342,0.812,0.204,12,36,46,1,0.244,0.376,0.349,0.312,0.326,0.132,84.7,15.2,41.4,4.3
Cordero, Franchy,614173,2022,27,242,275,53,27,17,1,8,92,28,33.5,10.2,0.219,0.397,0.298,0.695,0.178,29,103,96,1,0.228,0.402,0.304,0.313,0.31,0.174,89.7,12.7,39,12.3
Reyes, Franmil,614177,2022,26,438,473,97,64,17,2,14,157,30,33.2,6.3,0.221,0.365,0.273,0.638,0.144,47,186,160,1,0.203,0.358,0.28,0.275,0.259,0.155,92,9.9,27.8,11.3
Torrens, Luis,620443,2022,26,151,166,34,29,2,0,3,50,12,30.1,7.2,0.225,0.298,0.283,0.581,0.073,15,65,45,0,0.236,0.333,0.261,0.284,0.299,0.097,90.3,8.9,34,4.9
Martin Jr., Richie,621006,2022,27,30,33,5,3,0,2,0,10,3,30.3,9.1,0.167,0.3,0.242,0.542,0.133,3,9,9,1,0.185,0.268,0.24,0.241,0.259,0.083,86.5,6.4,30,5
Schrock, Max,621011,2022,27,26,27,4,4,0,0,0,6,1,22.2,3.7,0.154,0.154,0.185,0.339,0,1,15,4,0,0.189,0.237,0.156,0.203,0.219,0.047,82.8,19.4,25,0
Swanson, Dansby,621020,2022,28,640,696,177,119,32,1,25,182,49,26.1,7,0.277,0.447,0.329,0.776,0.17,96,222,286,7,0.257,0.461,0.337,0.337,0.314,0.204,90.2,15.7,37,10.8
Newman, Kevin,621028,2022,28,288,309,79,57,18,2,2,48,16,15.5,5.2,0.274,0.372,0.314,0.685,0.097,24,97,107,2,0.26,0.332,0.303,0.285,0.304,0.072,85.8,13.1,31.7,1.6
Taylor, Chris,621035,2022,31,402,454,89,51,25,3,10,160,44,35.2,9.7,0.221,0.373,0.304,0.677,0.152,43,212,150,1,0.195,0.34,0.298,0.277,0.282,0.145,87.4,20.4,40.8,10.2
Correa, Carlos,621043,2022,27,522,590,152,105,24,1,22,121,61,20.5,10.3,0.291,0.467,0.366,0.834,0.176,64,200,244,1,0.276,0.484,0.362,0.363,0.353,0.208,89.9,11.6,35.3,11.4
Phillips, Brett,621433,2022,28,201,225,29,18,6,0,5,94,16,41.8,7.1,0.144,0.249,0.213,0.462,0.104,15,84,50,0,0.156,0.244,0.213,0.22,0.23,0.088,88.5,22.8,32.1,4.5
Taylor, Tyrone,621438,2022,28,373,405,87,46,21,3,17,102,22,25.2,5.4,0.233,0.442,0.286,0.729,0.209,51,160,165,2,0.236,0.412,0.314,0.307,0.289,0.176,88,16.9,34.7,9.9
Buxton, Byron,621439,2022,28,340,382,76,32,13,3,28,116,34,30.4,8.9,0.224,0.526,0.306,0.833,0.303,51,141,179,0,0.242,0.509,0.356,0.358,0.323,0.267,92.9,21.4,34.2,16.4
Brinson, Lewis,621446,2022,28,36,39,6,1,2,0,3,14,2,35.9,5.1,0.167,0.472,0.205,0.677,0.306,4,12,17,0,0.181,0.38,0.289,0.264,0.224,0.199,87.8,12,30.4,13
Bolt, Skye,621450,2022,28,106,116,21,15,2,0,4,30,7,25.9,6,0.198,0.33,0.259,0.589,0.132,13,42,35,0,0.194,0.321,0.261,0.258,0.256,0.127,89.2,9.3,29.9,5.2
Duggar, Steven,621453,2022,28,72,80,11,7,3,1,0,41,7,51.3,8.8,0.153,0.222,0.225,0.447,0.069,4,33,16,1,0.146,0.24,0.205,0.215,0.224,0.094,92.9,16.9,34.4,6.3
Rios, Edwin,621458,2022,28,86,92,21,13,1,0,7,36,5,39.1,5.4,0.244,0.5,0.293,0.793,0.256,17,42,43,1,0.225,0.457,0.338,0.312,0.276,0.231,88.5,10.9,46,14
Ward, Taylor,621493,2022,28,495,564,139,92,22,2,23,120,60,21.3,10.6,0.281,0.473,0.36,0.833,0.192,65,185,234,3,0.268,0.474,0.362,0.361,0.352,0.206,90,15.8,41.8,12.4
Nido, Tomas,621512,2022,28,284,313,68,50,15,0,3,76,14,24.3,4.5,0.239,0.324,0.265,0.589,0.085,28,146,92,0,0.242,0.377,0.265,0.287,0.279,0.135,86.3,8.3,40.1,6.3
Bemboom, Anthony,621532,2022,32,52,59,6,3,2,0,1,17,6,28.8,10.2,0.115,0.212,0.203,0.415,0.096,1,21,11,0,0.182,0.266,0.196,0.246,0.269,0.084,90.1,7,30.6,5.6
Wisdom, Patrick,621550,2022,30,469,534,97,44,28,0,25,183,53,34.3,9.9,0.207,0.426,0.298,0.724,0.22,66,244,200,4,0.188,0.38,0.316,0.295,0.284,0.191,90.7,21,29.8,14.2
Wendle, Joey,621563,2022,32,347,371,90,62,24,1,3,50,15,13.5,4,0.259,0.36,0.296,0.657,0.101,32,109,125,3,0.25,0.331,0.289,0.276,0.289,0.081,87.5,3,27.9,1.7
Olson, Matt,621566,2022,28,616,699,148,70,44,0,34,170,75,24.3,10.7,0.24,0.477,0.325,0.802,0.237,103,266,294,0,0.248,0.467,0.344,0.347,0.334,0.219,92.9,16.1,33.8,13.6
Duffy, Matt,622110,2022,31,228,247,57,47,8,0,2,50,17,20.2,6.9,0.25,0.311,0.308,0.619,0.061,16,83,71,0,0.234,0.333,0.279,0.28,0.293,0.098,87.1,9.9,38.8,2.8
Munoz, Yairo,622168,2022,27,57,60,12,7,2,0,3,10,3,16.7,5,0.211,0.404,0.25,0.654,0.193,7,23,23,0,0.226,0.328,0.283,0.263,0.265,0.102,85,1.3,14.9,4.3
Walton, Donovan,622268,2022,28,76,78,12,3,8,0,1,16,1,20.5,1.3,0.158,0.303,0.179,0.482,0.145,8,36,23,0,0.191,0.31,0.208,0.228,0.212,0.119,86.1,7.7,33.3,5
Margot, Manuel,622534,2022,27,336,363,92,68,18,2,4,68,24,18.7,6.6,0.274,0.375,0.325,0.7,0.101,47,138,126,3,0.264,0.357,0.308,0.299,0.316,0.092,89.5,10.2,30.9,3.7
Reyes, Pablo,622569,2022,28,15,16,4,4,0,0,0,2,1,12.5,6.3,0.267,0.267,0.313,0.579,0,0,8,4,0,0.16,0.186,0.264,0.187,0.213,0.026,83.6,1.1,15.4,0
Camargo, Johan,622666,2022,28,152,166,36,30,3,0,3,37,13,22.3,7.8,0.237,0.316,0.295,0.611,0.079,15,70,48,0,0.225,0.309,0.276,0.267,0.286,0.084,86.4,11.6,37.1,2.6
Reyes, Victor,622682,2022,27,315,336,80,55,19,3,3,77,13,22.9,3.9,0.254,0.362,0.289,0.651,0.108,34,108,114,2,0.261,0.368,0.284,0.292,0.297,0.107,87.9,10.9,35.5,5
Mateo, Jorge,622761,2022,27,494,533,109,64,25,7,13,147,27,27.6,5.1,0.221,0.379,0.265,0.643,0.158,50,231,187,9,0.222,0.344,0.281,0.272,0.269,0.122,86.8,14.8,35.5,6
Heineman, Tyler,623168,2022,31,157,174,34,26,8,0,0,17,8,9.8,4.6,0.217,0.268,0.27,0.538,0.051,9,68,42,0,0.248,0.293,0.248,0.273,0.305,0.045,82.7,19.9,34,0
